EmployeeNumber,Age,Gender,MaritalStatus,Education,EducationField,Education,Department,JobRole,JobLevel,Attrition,BusinessTravel,DistanceFromHome,OverTime,WorkLifeBalance,HourlyRate,DailyRate,MonthlyRate,MonthlyIncome,PercentSalaryHike,StockOptionLevel,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,RelationshipSatisfaction,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,TrainingTimesLastYear
1534,40,Male,Single,4,Life Sciences,4,Research & Development,Laboratory Technician,1,Yes,Travel_Rarely,9,No,1,86,676,21831,2018,14,0,4,3,1,2,3,15,5,4,1,0,3,3
1535,34,Male,Married,3,Technical Degree,3,Sales,Sales Executive,3,No,Travel_Rarely,1,Yes,3,64,971,12288,7083,14,0,4,2,3,4,3,10,10,9,8,6,1,3
1537,31,Female,Single,3,Life Sciences,3,Research & Development,Research Scientist,1,Yes,Travel_Frequently,3,No,1,33,561,4156,4084,12,0,4,3,3,1,3,7,7,2,7,7,1,2
1539,50,Male,Single,5,Medical,5,Research & Development,Research Director,4,No,Travel_Frequently,22,Yes,3,88,333,24450,14411,13,0,3,1,4,4,3,32,32,6,13,9,1,2
1541,34,Male,Married,2,Technical Degree,2,Sales,Sales Representative,1,No,Travel_Rarely,7,Yes,3,55,1440,4944,2308,25,1,2,3,3,2,4,12,11,10,5,7,0,4
1542,42,Male,Married,3,Medical,3,Research & Development,Laboratory Technician,1,No,Travel_Rarely,2,No,3,68,1210,24052,4841,14,1,3,2,2,2,3,4,1,0,0,0,4,3
1543,37,Male,Married,3,Medical,3,Research & Development,Research Scientist,2,No,Travel_Rarely,13,No,3,47,674,3031,4285,17,0,1,3,4,1,3,10,10,8,3,7,1,2
1544,29,Female,Married,1,Other,1,Research & Development,Healthcare Representative,2,No,Travel_Rarely,8,No,3,39,441,7288,9715,13,1,3,1,1,3,3,9,7,7,0,7,3,3
1545,33,Male,Single,3,Life Sciences,3,Research & Development,Manufacturing Director,2,No,Travel_Rarely,25,No,3,44,575,24152,4320,13,0,4,2,2,4,3,5,5,3,0,2,1,2
1546,45,Male,Married,3,Technical Degree,3,Research & Development,Research Scientist,1,No,Travel_Rarely,28,No,3,97,950,4585,2132,20,1,4,3,4,4,4,8,5,4,0,3,4,3
1547,42,Male,Married,3,Life Sciences,3,Research & Development,Healthcare Representative,3,No,Travel_Frequently,2,Yes,1,40,288,18611,10124,14,1,4,3,4,3,3,24,20,8,13,9,2,3
1548,40,Male,Married,2,Medical,2,Sales,Sales Executive,2,No,Travel_Rarely,9,No,4,47,1342,19345,5473,12,0,1,3,1,4,3,9,8,4,7,1,0,5
1549,33,Male,Married,4,Life Sciences,4,Research & Development,Laboratory Technician,2,No,Travel_Rarely,28,Yes,3,79,589,22949,5207,12,1,2,3,3,2,3,15,15,14,5,7,1,3
1550,40,Male,Single,2,Medical,2,Human Resources,Manager,4,No,Travel_Rarely,6,Yes,3,38,898,17381,16437,21,0,3,3,4,4,4,21,21,7,7,7,1,2
1551,24,Male,Divorced,2,Technical Degree,2,Research & Development,Laboratory Technician,1,No,Travel_Rarely,21,No,3,57,350,10036,2296,14,3,3,2,1,2,3,2,1,1,0,0,0,3
1552,40,Male,Divorced,2,Life Sciences,2,Research & Development,Healthcare Representative,2,No,Non-Travel,8,Yes,3,72,1142,8841,4069,18,0,4,3,4,3,3,8,2,2,2,2,3,2
1553,45,Male,Divorced,4,Technical Degree,4,Research & Development,Healthcare Representative,3,No,Travel_Rarely,1,No,3,66,538,20933,7441,12,3,1,3,2,1,3,10,10,8,7,7,1,4
1554,35,Female,Married,4,Life Sciences,4,Sales,Sales Representative,1,No,Travel_Rarely,28,No,3,98,1402,26204,2430,23,2,2,2,3,1,4,6,5,3,4,2,0,5
1555,32,Female,Married,2,Life Sciences,2,Research & Development,Research Scientist,2,No,Travel_Rarely,5,No,3,67,824,15624,5878,12,1,4,2,2,1,3,12,7,1,2,5,3,2
1556,36,Male,Single,4,Life Sciences,4,Sales,Sales Representative,1,No,Travel_Rarely,2,Yes,2,70,1157,17001,2644,21,0,3,3,4,4,4,7,3,2,1,2,3,3
1557,48,Female,Divorced,4,Life Sciences,4,Sales,Sales Executive,2,No,Travel_Rarely,16,No,3,96,492,13693,6439,14,1,3,3,3,3,3,18,8,7,7,7,8,2
1558,29,Male,Married,3,Life Sciences,3,Research & Development,Research Scientist,1,No,Travel_Rarely,9,No,2,91,598,22376,2451,18,2,3,4,3,1,3,5,1,0,0,0,6,2
1560,33,Male,Married,4,Life Sciences,4,Sales,Sales Executive,2,No,Travel_Rarely,8,No,1,46,1242,10589,6392,13,1,1,3,1,4,3,8,2,2,2,2,2,6
1562,30,Male,Married,3,Life Sciences,3,Sales,Sales Executive,2,Yes,Travel_Rarely,1,No,3,64,740,5323,9714,11,1,2,2,1,4,3,10,10,8,6,7,1,4
1563,38,Male,Married,4,Human Resources,4,Human Resources,Human Resources,2,No,Travel_Frequently,10,No,3,71,888,14814,6077,11,0,3,3,3,3,3,10,6,3,1,2,3,2
1564,35,Male,Single,3,Medical,3,Research & Development,Laboratory Technician,1,No,Travel_Rarely,1,No,3,68,992,21731,2450,19,0,4,2,1,2,3,3,3,0,1,2,1,3
1568,30,Male,Married,4,Technical Degree,4,Sales,Sales Executive,3,No,Travel_Rarely,29,No,3,33,1288,17799,9250,12,1,3,3,2,2,3,9,4,2,1,3,3,3
1569,35,Female,Divorced,3,Life Sciences,3,Research & Development,Laboratory Technician,1,Yes,Travel_Rarely,2,Yes,3,69,104,26619,2074,12,1,1,3,1,4,3,1,1,0,0,0,1,2
1572,53,Female,Married,5,Technical Degree,5,Research & Development,Manufacturing Director,3,Yes,Travel_Rarely,2,No,3,78,607,14618,10169,16,1,3,2,4,2,3,34,33,7,1,9,0,4
1573,38,Male,Married,3,Medical,3,Research & Development,Manufacturing Director,2,Yes,Travel_Rarely,2,No,3,81,903,7653,4855,11,2,3,3,2,1,3,7,5,2,1,4,4,2
1574,32,Male,Married,4,Technical Degree,4,Research & Development,Research Scientist,2,No,Non-Travel,1,No,2,62,1200,25174,4087,14,1,4,3,1,2,3,9,6,5,1,2,4,3
1576,48,Female,Married,4,Other,4,Research & Development,Research Scientist,1,No,Travel_Rarely,15,No,2,65,1108,16530,2367,12,1,3,3,1,4,3,10,8,2,7,6,8,3
1577,34,Male,Single,4,Medical,4,Research & Development,Research Scientist,1,No,Travel_Rarely,7,No,1,35,479,22061,2972,13,0,1,3,4,3,3,1,1,0,0,0,1,4
1578,55,Male,Married,5,Marketing,5,Sales,Manager,5,No,Travel_Rarely,26,No,3,60,685,23037,19586,21,1,3,2,4,3,4,36,36,6,2,13,1,3
1580,34,Male,Married,4,Life Sciences,4,Research & Development,Research Scientist,2,No,Travel_Rarely,1,No,2,45,1351,13008,5484,17,1,2,3,4,2,3,9,2,2,2,1,9,3
1581,26,Female,Married,3,Life Sciences,3,Research & Development,Research Scientist,1,No,Travel_Rarely,3,No,3,89,474,11133,2061,21,0,1,3,4,1,4,1,1,0,0,0,1,5
1582,38,Male,Married,3,Life Sciences,3,Sales,Sales Executive,2,No,Travel_Rarely,14,No,3,80,1245,12355,9924,11,1,3,3,2,4,3,10,9,8,7,7,0,3
1583,38,Female,Single,3,Life Sciences,3,Sales,Sales Executive,2,No,Travel_Rarely,16,No,4,90,437,16379,4198,12,0,2,3,2,2,3,8,3,2,1,2,2,5
1585,36,Female,Single,4,Life Sciences,4,Sales,Sales Executive,2,No,Travel_Rarely,1,No,3,73,884,21447,6815,13,0,2,3,3,1,3,15,1,0,0,0,6,5
1586,29,Male,Single,1,Medical,1,Research & Development,Laboratory Technician,1,No,Travel_Rarely,3,Yes,3,87,1370,16213,4723,18,0,2,3,1,4,3,10,10,9,1,5,1,3
1587,35,Female,Single,4,Medical,4,Research & Development,Healthcare Representative,2,No,Travel_Rarely,10,Yes,3,51,670,4223,6142,16,0,1,3,3,3,3,10,5,2,0,4,3,4
1588,39,Male,Married,3,Medical,3,Sales,Sales Executive,3,No,Travel_Rarely,6,No,3,38,1462,4658,8237,11,1,4,4,3,1,3,11,7,6,7,6,2,3
1590,29,Male,Divorced,1,Life Sciences,1,Research & Development,Healthcare Representative,2,No,Travel_Frequently,2,No,4,87,995,24483,8853,19,1,1,3,4,4,3,6,6,4,1,3,1,0
1591,50,Male,Married,3,Marketing,3,Sales,Manager,5,No,Travel_Rarely,9,Yes,3,59,264,19519,19331,16,1,3,3,3,3,3,27,1,0,0,0,4,2
1592,23,Male,Married,3,Technical Degree,3,Research & Development,Research Scientist,1,No,Travel_Rarely,10,No,3,45,977,12826,2073,16,1,4,4,3,4,3,4,2,2,2,2,2,2
1594,36,Male,Married,4,Life Sciences,4,Research & Development,Laboratory Technician,2,No,Travel_Frequently,6,Yes,3,80,1302,19711,5562,13,1,1,4,1,4,3,9,3,2,0,2,3,3
1595,42,Male,Single,2,Other,2,Research & Development,Manager,5,No,Travel_Rarely,9,No,3,93,1059,26362,19613,22,0,4,2,4,4,4,24,1,0,0,1,8,2
1596,35,Male,Married,3,Life Sciences,3,Research & Development,Laboratory Technician,2,No,Travel_Rarely,28,No,2,46,750,25348,3407,17,2,2,4,3,4,3,10,10,9,6,8,1,3
1597,34,Male,Married,4,Technical Degree,4,Research & Development,Healthcare Representative,2,No,Travel_Frequently,10,No,2,92,653,15332,5063,14,1,4,2,3,2,3,8,8,2,7,7,1,3
1598,40,Female,Married,2,Life Sciences,2,Sales,Sales Executive,2,No,Travel_Rarely,14,No,3,84,118,11262,4639,15,1,4,3,1,3,3,5,5,4,1,2,1,2
1599,43,Male,Divorced,3,Technical Degree,3,Research & Development,Laboratory Technician,1,No,Travel_Rarely,27,No,3,87,990,5855,4876,12,1,4,4,2,3,3,8,6,4,0,2,5,0
1601,35,Male,Married,2,Life Sciences,2,Research & Development,Laboratory Technician,1,No,Travel_Rarely,7,No,2,63,1349,7713,2690,18,1,3,2,4,4,3,1,1,0,0,1,1,5
1602,46,Male,Single,4,Life Sciences,4,Sales,Manager,4,No,Travel_Rarely,1,No,1,56,563,3156,17567,15,0,4,4,1,2,3,27,26,0,0,12,1,5
1604,28,Male,Married,3,Medical,3,Research & Development,Laboratory Technician,1,Yes,Travel_Rarely,24,Yes,3,51,329,7324,2408,17,3,3,3,2,3,3,1,1,1,0,0,1,3
1605,22,Female,Married,2,Other,2,Research & Development,Research Scientist,1,No,Non-Travel,26,Yes,2,85,457,10293,2814,14,0,2,2,3,2,3,4,4,2,1,3,1,2
1606,50,Male,Married,5,Medical,5,Research & Development,Healthcare Representative,4,No,Travel_Frequently,20,Yes,3,41,1234,20689,11245,15,1,2,3,3,3,3,32,30,8,12,13,2,3
1607,32,Female,Married,4,Other,4,Research & Development,Research Scientist,1,No,Travel_Rarely,5,No,3,35,634,18783,3312,17,2,2,4,4,4,3,6,3,2,0,2,3,3
1608,44,Female,Divorced,3,Medical,3,Research & Development,Research Director,5,No,Travel_Rarely,7,Yes,2,31,1313,3549,19049,14,1,2,3,4,4,3,23,22,7,1,10,0,4
1609,30,Male,Married,3,Medical,3,Research & Development,Research Scientist,1,No,Travel_Rarely,7,No,2,48,241,5348,2141,12,1,2,2,2,2,3,6,6,4,1,1,1,3
1611,45,Female,Single,5,Medical,5,Research & Development,Laboratory Technician,2,No,Travel_Rarely,5,Yes,3,50,1015,23447,5769,14,0,3,1,1,1,3,10,10,7,1,4,1,3
1612,45,Male,Married,3,Marketing,3,Sales,Sales Executive,2,No,Non-Travel,26,No,3,52,336,24162,4385,15,1,1,2,1,1,3,10,10,7,4,5,1,2
1613,31,Male,Single,4,Other,4,Sales,Sales Executive,2,No,Travel_Frequently,2,No,3,54,715,21602,5332,13,0,4,3,1,4,3,10,5,2,0,3,7,3
1614,36,Female,Married,4,Life Sciences,4,Research & Development,Manufacturing Director,2,No,Travel_Rarely,12,Yes,3,76,559,12421,4663,12,2,3,3,3,2,3,7,3,2,1,1,9,2
1615,34,Male,Divorced,4,Life Sciences,4,Research & Development,Manufacturing Director,2,No,Travel_Frequently,10,No,3,42,426,17000,4724,13,1,3,4,4,1,3,9,9,7,7,2,1,3
1617,49,Female,Married,4,Life Sciences,4,Research & Development,Laboratory Technician,1,No,Travel_Rarely,25,No,2,84,722,22102,3211,14,1,3,3,1,4,3,10,9,6,1,4,1,3
1618,39,Male,Married,5,Medical,5,Research & Development,Manufacturing Director,2,No,Travel_Rarely,10,No,3,76,1387,3835,5377,13,3,2,3,1,4,3,10,7,7,7,7,2,3
1619,27,Male,Divorced,3,Other,3,Research & Development,Laboratory Technician,1,No,Travel_Rarely,19,No,3,67,1302,16290,4066,11,2,4,2,1,1,3,7,7,7,0,7,1,3
1621,35,Male,Married,5,Life Sciences,5,Research & Development,Research Scientist,2,No,Travel_Rarely,18,No,3,48,819,26312,5208,11,0,2,4,1,4,3,16,16,15,1,10,1,2
1622,28,Female,Divorced,3,Medical,3,Research & Development,Manufacturing Director,2,No,Travel_Rarely,27,No,2,39,580,20460,4877,21,1,2,1,1,2,4,6,5,3,0,0,0,5
1623,21,Male,Single,1,Medical,1,Research & Development,Research Scientist,1,No,Travel_Rarely,5,No,3,97,546,26009,3117,18,0,3,3,4,3,3,3,2,2,2,2,1,2
1624,18,Female,Single,2,Medical,2,Sales,Sales Representative,1,Yes,Travel_Frequently,3,Yes,4,70,544,18420,1569,12,0,2,3,4,3,3,0,0,0,0,0,1,2
1625,47,Female,Married,4,Life Sciences,4,Human Resources,Manager,5,No,Travel_Rarely,26,No,3,98,1176,5220,19658,11,1,4,3,3,3,3,27,5,2,1,0,3,2
1627,39,Male,Divorced,2,Medical,2,Research & Development,Laboratory Technician,2,No,Travel_Rarely,3,No,3,76,170,10302,3069,15,1,3,2,3,4,3,11,10,8,0,7,0,3
1628,40,Female,Married,3,Life Sciences,3,Research & Development,Manufacturing Director,3,No,Travel_Rarely,15,No,3,80,884,25800,10435,13,2,1,2,3,4,3,18,18,15,14,12,1,2
1630,35,Female,Married,4,Life Sciences,4,Research & Development,Healthcare Representative,2,No,Non-Travel,8,No,3,52,208,12250,4148,12,1,3,3,3,4,3,15,14,11,2,9,1,5
1631,37,Male,Married,3,Life Sciences,3,Research & Development,Manufacturing Director,2,No,Travel_Rarely,19,No,2,85,671,26493,5768,17,3,3,3,3,1,3,9,4,3,0,2,3,2
1633,39,Female,Single,3,Medical,3,Research & Development,Manufacturing Director,2,No,Travel_Frequently,4,No,1,81,711,3140,5042,13,0,1,3,3,4,3,10,9,2,3,8,0,2
1635,45,Female,Divorced,2,Other,2,Research & Development,Manufacturing Director,2,No,Travel_Rarely,2,No,3,59,1329,5388,5770,19,2,4,2,4,1,3,10,10,7,3,9,1,3
1638,38,Female,Married,2,Medical,2,Research & Development,Manufacturing Director,3,No,Travel_Rarely,2,Yes,4,54,397,14199,7756,19,1,4,2,3,4,3,10,5,4,0,2,3,6
1639,35,Male,Married,3,Medical,3,Sales,Sales Executive,3,Yes,Travel_Rarely,10,No,3,55,737,21530,10306,17,0,4,2,1,3,3,15,13,12,6,0,9,3
1640,37,Female,Married,3,Medical,3,Research & Development,Research Scientist,1,No,Travel_Rarely,10,No,1,71,1470,9953,3936,11,1,2,3,2,1,3,8,8,4,7,7,1,2
1641,40,Female,Single,3,Life Sciences,3,Research & Development,Manufacturing Director,3,No,Travel_Rarely,16,Yes,2,84,448,19948,7945,15,0,3,3,4,4,3,18,4,2,3,3,6,2
1642,44,Male,Married,5,Human Resources,5,Human Resources,Human Resources,2,No,Travel_Frequently,1,Yes,3,37,602,10503,5743,11,0,1,3,4,3,3,14,10,7,0,2,4,3
1644,48,Male,Married,5,Medical,5,Research & Development,Manager,4,No,Travel_Frequently,4,No,3,89,365,5602,15202,25,1,3,2,4,2,4,23,2,2,2,2,2,3
1645,35,Male,Divorced,2,Medical,2,Sales,Sales Executive,2,Yes,Travel_Rarely,15,Yes,2,59,763,22098,5440,14,2,1,1,4,4,3,7,2,2,2,2,6,2
1646,24,Female,Single,1,Technical Degree,1,Research & Development,Research Scientist,1,No,Travel_Frequently,2,Yes,3,32,567,17218,3760,13,0,1,3,4,3,3,6,6,3,1,3,1,2
1647,27,Female,Married,3,Medical,3,Research & Development,Research Scientist,1,No,Travel_Rarely,8,No,3,86,486,22490,3517,17,0,2,4,3,1,3,5,3,2,0,2,7,0
1648,27,Male,Single,3,Medical,3,Research & Development,Research Scientist,1,No,Travel_Frequently,2,No,2,87,591,6297,2580,13,0,4,3,4,3,3,6,4,2,1,2,2,0
1649,40,Male,Single,3,Life Sciences,3,Research & Development,Laboratory Technician,1,Yes,Travel_Rarely,7,Yes,1,73,1329,3339,2166,14,0,1,3,1,2,3,10,4,2,0,3,3,3
1650,29,Male,Single,3,Medical,3,Sales,Sales Executive,2,No,Travel_Rarely,10,No,3,42,469,23413,5869,11,0,3,2,3,3,3,8,5,2,1,4,9,2
1651,36,Female,Married,4,Life Sciences,4,Research & Development,Healthcare Representative,3,No,Travel_Rarely,5,No,3,42,711,22792,8008,12,2,2,3,1,3,3,9,3,2,0,2,4,6
1653,25,Male,Divorced,1,Life Sciences,1,Research & Development,Manufacturing Director,2,No,Travel_Frequently,2,No,3,77,772,4973,5206,17,2,4,4,3,3,3,7,7,7,0,7,1,6
1654,39,Male,Married,3,Medical,3,Research & Development,Manufacturing Director,2,No,Travel_Rarely,12,No,3,66,492,7693,5295,21,0,4,3,2,3,4,7,5,4,1,0,4,3
1655,49,Female,Married,4,Other,4,Research & Development,Research Director,4,No,Travel_Rarely,22,No,3,72,301,3498,16413,16,2,1,3,2,2,3,27,4,2,1,2,3,2
1656,50,Female,Divorced,5,Life Sciences,5,Research & Development,Research Director,3,No,Travel_Rarely,17,No,3,50,813,21981,13269,15,3,4,2,1,3,3,19,14,11,1,11,5,3
1657,20,Female,Single,3,Medical,3,Sales,Sales Representative,1,No,Travel_Rarely,2,No,3,31,1141,13251,2783,19,0,3,3,3,1,3,2,2,2,2,2,1,3
1658,34,Female,Divorced,3,Life Sciences,3,Research & Development,Research Scientist,2,No,Travel_Rarely,3,No,3,66,1130,19332,5433,12,1,4,3,2,3,3,11,11,8,7,9,1,2
1659,36,Male,Single,3,Life Sciences,3,Research & Development,Laboratory Technician,1,No,Travel_Rarely,7,No,3,77,311,10950,2013,11,0,1,3,2,3,3,15,4,3,1,3,2,4
1661,49,Female,Married,1,Life Sciences,1,Research & Development,Healthcare Representative,4,No,Travel_Rarely,6,Yes,3,41,465,11652,13966,19,1,3,2,3,2,3,30,15,11,2,12,2,3
1662,36,Female,Married,4,Medical,4,Research & Development,Manufacturing Director,2,No,Non-Travel,1,No,3,33,894,15411,4374,15,0,4,2,3,3,3,4,3,2,1,2,0,6
1664,36,Male,Divorced,2,Life Sciences,2,Research & Development,Healthcare Representative,2,No,Travel_Rarely,3,No,3,79,1040,26308,6842,20,1,4,4,1,1,4,13,5,4,0,4,6,3
1665,54,Female,Married,5,Medical,5,Research & Development,Manager,4,No,Travel_Rarely,22,No,3,91,584,18685,17426,25,1,2,3,3,3,4,36,10,8,4,7,3,6
1666,43,Male,Married,2,Life Sciences,2,Research & Development,Research Director,4,No,Travel_Rarely,15,No,3,65,1291,3525,17603,24,1,3,2,3,1,4,14,14,10,6,11,1,3
1667,35,Male,Single,4,Other,4,Sales,Sales Executive,2,Yes,Travel_Frequently,12,Yes,4,36,880,10414,4581,24,0,4,3,4,1,4,13,11,9,6,7,3,2
1668,38,Male,Married,3,Life Sciences,3,Research & Development,Research Scientist,2,No,Travel_Frequently,1,No,4,90,1189,9867,4735,15,2,4,3,4,4,3,19,13,11,2,9,7,4
1669,29,Male,Divorced,3,Medical,3,Sales,Sales Executive,2,No,Travel_Rarely,5,Yes,2,43,991,3356,4187,13,1,1,2,2,2,3,10,10,0,0,9,1,3
1670,33,Male,Divorced,4,Medical,4,Sales,Sales Executive,2,No,Travel_Rarely,2,No,3,93,392,3921,5505,14,2,4,3,4,3,3,6,6,2,0,4,1,5
1671,32,Male,Divorced,3,Medical,3,Research & Development,Research Scientist,2,No,Travel_Rarely,2,No,2,45,977,25518,5470,13,2,4,3,2,3,3,10,9,5,1,6,0,4
1673,31,Female,Married,4,Life Sciences,4,Sales,Sales Executive,2,No,Travel_Rarely,5,No,3,67,1112,22589,5476,11,2,1,3,4,1,3,10,10,0,0,2,1,2
1674,49,Female,Divorced,3,Medical,3,Research & Development,Laboratory Technician,1,No,Travel_Rarely,16,Yes,2,74,464,24941,2587,16,1,4,3,1,2,3,17,2,2,2,2,4,2
1675,38,Female,Single,3,Medical,3,Research & Development,Laboratory Technician,1,No,Travel_Frequently,2,No,3,42,148,23826,2440,22,0,4,2,2,2,4,4,4,3,3,3,1,3
1676,47,Female,Divorced,4,Life Sciences,4,Sales,Manager,4,No,Travel_Rarely,2,No,3,47,1225,21086,15972,14,3,2,4,2,3,3,29,3,2,1,2,6,2
1677,49,Male,Single,3,Life Sciences,3,Research & Development,Manager,4,No,Travel_Rarely,1,No,3,36,809,22384,15379,14,0,3,3,3,1,3,23,8,7,0,0,4,2
1678,41,Male,Single,2,Life Sciences,2,Sales,Sales Executive,3,No,Travel_Rarely,23,Yes,3,80,1206,11591,7082,16,0,4,3,3,4,3,21,2,0,0,2,3,2
1680,20,Male,Single,1,Life Sciences,1,Sales,Sales Representative,1,No,Travel_Rarely,9,No,3,54,727,21082,2728,11,0,4,3,1,1,3,2,2,2,0,2,1,3
1681,33,Female,Divorced,3,Life Sciences,3,Sales,Sales Executive,2,No,Non-Travel,16,Yes,3,36,530,16130,5368,25,1,3,3,4,3,4,7,6,5,1,2,1,2
1682,36,Male,Married,4,Life Sciences,4,Research & Development,Healthcare Representative,2,No,Travel_Rarely,26,No,2,80,1351,7419,5347,14,2,1,3,3,2,3,10,3,2,0,2,6,2
1683,44,Female,Divorced,3,Life Sciences,3,Human Resources,Human Resources,1,No,Travel_Rarely,1,Yes,3,44,528,4167,3195,18,3,3,3,4,1,3,8,2,2,2,2,4,2
1684,23,Male,Single,1,Medical,1,Research & Development,Laboratory Technician,1,Yes,Travel_Rarely,8,Yes,3,93,1320,20586,3989,11,0,4,2,3,1,3,5,5,4,1,2,1,2
1687,38,Female,Married,2,Medical,2,Research & Development,Laboratory Technician,1,No,Travel_Rarely,4,No,2,87,1495,26176,3306,19,1,4,3,3,4,3,7,0,0,0,0,7,5
1689,53,Male,Married,4,Medical,4,Research & Development,Healthcare Representative,3,No,Travel_Rarely,24,No,3,48,1395,3458,7005,15,0,2,4,4,3,3,11,4,3,1,2,3,2
1691,48,Female,Married,2,Medical,2,Sales,Sales Representative,1,Yes,Travel_Frequently,7,Yes,3,95,708,11740,2655,11,2,4,3,3,3,3,19,9,7,7,7,2,3
1692,32,Male,Single,4,Life Sciences,4,Research & Development,Laboratory Technician,1,Yes,Travel_Rarely,2,No,3,95,1259,24852,1393,12,0,4,3,2,1,3,1,1,0,0,0,1,2
1693,26,Male,Single,3,Medical,3,Research & Development,Laboratory Technician,1,No,Non-Travel,7,No,3,76,786,11925,2570,20,0,4,3,4,3,4,7,7,7,5,7,1,5
1694,55,Male,Divorced,3,Technical Degree,3,Research & Development,Research Scientist,1,No,Travel_Rarely,22,No,3,94,1441,23737,3537,12,1,1,2,2,4,3,8,4,2,1,2,5,1
1696,34,Male,Married,2,Medical,2,Research & Development,Laboratory Technician,2,No,Travel_Rarely,5,No,4,57,1157,11912,3986,14,1,2,2,4,3,3,15,15,10,4,13,1,3
1697,60,Male,Divorced,4,Medical,4,Research & Development,Healthcare Representative,3,No,Travel_Rarely,1,No,4,92,370,20467,10883,20,1,3,1,4,3,4,19,1,0,0,0,3,2
1698,33,Male,Married,3,Medical,3,Research & Development,Laboratory Technician,1,No,Travel_Rarely,21,No,3,79,267,13637,2028,18,3,2,4,2,4,3,14,14,11,2,13,1,6
1700,37,Male,Divorced,4,Medical,4,Sales,Sales Executive,2,No,Travel_Frequently,1,No,2,31,1278,7677,9525,14,2,3,1,4,3,3,6,6,3,1,3,1,2
1701,34,Female,Married,3,Life Sciences,3,Research & Development,Research Scientist,1,No,Travel_Rarely,19,No,3,35,678,20338,2929,12,0,2,2,4,2,3,10,10,9,8,7,1,3
1702,23,Male,Divorced,3,Life Sciences,3,Sales,Sales Representative,1,Yes,Travel_Rarely,7,Yes,3,99,427,25103,2275,21,1,3,3,4,2,4,3,3,2,0,2,1,2
1703,44,Female,Married,3,Life Sciences,3,Research & Development,Healthcare Representative,3,No,Travel_Rarely,2,Yes,3,96,921,14810,7879,19,1,3,4,4,2,3,9,8,7,6,7,1,2
1704,35,Male,Single,4,Medical,4,Research & Development,Research Scientist,1,No,Travel_Frequently,2,Yes,4,79,146,13970,4930,14,0,1,2,4,3,3,6,5,4,1,4,0,2
1706,43,Male,Married,3,Medical,3,Sales,Sales Executive,2,No,Travel_Rarely,2,Yes,3,73,1179,6069,7847,17,1,4,3,4,1,3,10,10,9,8,8,1,3
1707,24,Male,Married,3,Medical,3,Research & Development,Research Scientist,1,No,Travel_Rarely,9,No,3,62,581,17616,4401,16,1,3,4,3,4,3,5,5,3,0,4,1,1
1708,41,Male,Single,3,Marketing,3,Sales,Sales Executive,3,No,Travel_Rarely,6,No,3,35,918,15869,9241,12,0,4,3,3,2,3,10,10,8,8,7,1,3
1709,29,Female,Married,4,Medical,4,Research & Development,Laboratory Technician,1,No,Travel_Rarely,9,No,3,43,1082,25412,2974,17,1,4,3,3,3,3,9,5,3,1,2,9,2
1710,36,Female,Single,4,Life Sciences,4,Sales,Sales Representative,2,No,Travel_Rarely,2,No,2,51,530,7439,4502,15,0,3,3,4,3,3,17,13,7,6,7,3,2
1712,45,Male,Married,1,Life Sciences,1,Research & Development,Healthcare Representative,3,No,Non-Travel,1,No,2,74,1238,3395,10748,23,1,3,2,3,4,4,25,23,15,14,4,3,3
1714,24,Male,Married,1,Human Resources,1,Human Resources,Human Resources,1,Yes,Travel_Rarely,22,No,3,58,240,11585,1555,11,1,4,1,3,3,3,1,1,0,0,0,1,2
1716,47,Male,Married,3,Life Sciences,3,Sales,Sales Executive,4,Yes,Travel_Frequently,9,No,1,82,1093,24164,12936,11,0,3,1,3,3,3,25,23,5,14,10,7,3
1718,26,Male,Married,4,Medical,4,Research & Development,Laboratory Technician,1,No,Travel_Rarely,17,No,4,62,390,6217,2305,15,3,4,1,3,3,3,3,3,2,0,2,1,3
1719,45,Female,Single,2,Technical Degree,2,Research & Development,Research Director,4,No,Travel_Rarely,28,No,3,48,1005,17119,16704,11,0,4,2,2,3,3,21,21,6,8,6,1,2
1720,32,Male,Married,3,Life Sciences,3,Research & Development,Research Scientist,1,No,Travel_Frequently,10,No,2,56,585,17360,3433,13,1,1,3,3,1,3,10,5,2,1,3,6,3
1721,31,Male,Married,4,Life Sciences,4,Research & Development,Laboratory Technician,1,No,Travel_Rarely,2,No,4,69,741,18103,3477,14,1,2,3,3,4,3,6,5,2,0,3,1,2
1722,41,Male,Married,3,Human Resources,3,Human Resources,Human Resources,2,No,Non-Travel,4,No,3,60,552,20794,6430,19,1,3,1,2,2,3,10,3,2,1,2,6,4
1724,40,Female,Married,2,Life Sciences,2,Research & Development,Manufacturing Director,2,No,Travel_Rarely,8,Yes,3,92,369,5041,6516,16,1,2,3,1,2,3,18,1,0,0,0,2,3
1725,24,Male,Divorced,1,Medical,1,Research & Development,Laboratory Technician,1,No,Travel_Rarely,29,No,4,91,506,3622,3907,13,3,2,3,1,2,3,6,6,2,1,2,1,2
1727,46,Male,Single,4,Life Sciences,4,Research & Development,Healthcare Representative,2,No,Travel_Rarely,13,No,3,34,717,9697,5562,14,0,3,3,2,4,3,19,10,7,0,9,6,3
